City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Goderich,CA,43.7501,-81.7165,38.91,89,100,19.48,overcast clouds
467,Guerrero Negro,MX,27.9769,-114.0611,67.26,69,94,15.12,overcast clouds
468,Nadym,RU,65.5333,72.5167,6.98,94,100,17.22,overcast clouds
469,Palora,EC,-1.7,-77.9333,75.18,97,100,2.01,light rain
470,Mount Isa,AU,-20.7333,139.5,89.37,45,13,8.05,few clouds
471,Kaduy,RU,59.2,37.15,31.39,96,98,9.22,light snow
472,Yinchuan,CN,38.4681,106.2731,26.96,28,0,11.12,clear sky
473,Dingle,PH,10.9995,122.6711,78.64,89,54,3.85,broken clouds
474,Bardiyah,LY,31.7561,25.0865,62.4,69,76,15.23,broken clouds
475,Wanaka,NZ,-44.7,169.15,53.26,81,100,2.55,light rain
476,Sambava,MG,-14.2667,50.1667,74.5,80,29,3.4,scattered clouds
477,Guilin,CN,25.2819,110.2864,61.41,95,100,5.28,overcast clouds
478,Kupang,ID,-10.1667,123.5833,82.94,74,96,2.24,overcast clouds
479,Morro Bay,US,35.3658,-120.8499,74.98,61,95,5.01,overcast clouds
480,Varnavino,RU,57.4035,45.0916,30.02,97,100,8.32,snow
481,Fredericton,CA,45.9454,-66.6656,27.01,85,6,3.04,clear sky
482,Poya,NC,-21.35,165.15,79.36,63,88,8.3,overcast clouds
483,Griffith,US,41.5284,-87.4237,49.39,65,1,4.61,clear sky
484,Chama,CH,47.1821,8.4636,45.05,94,90,5.75,mist
485,Atar,MR,20.5169,-13.0499,83.82,21,100,2.42,overcast clouds
486,Sturlic,BA,45.0639,15.7781,40.42,89,0,1.68,clear sky
487,Kabinda,CD,-6.1333,24.4833,65.03,95,90,4.47,light rain
488,Tari,NG,12.4086,4.4914,79.88,15,13,9.46,few clouds
489,Manzhouli,CN,49.6,117.4333,16.52,93,100,8.16,light snow
490,Hurghada,EG,27.2574,33.8129,66.83,44,13,14.16,few clouds
491,Tessalit,ML,20.1986,1.0114,73.56,27,57,9.73,broken clouds
492,Grand-Santi,GF,4.25,-54.3833,77.85,76,99,2.19,moderate rain
493,Leningradskiy,RU,69.3833,178.4167,-11.69,86,3,3.22,clear sky
494,Pundaguitan,PH,6.3711,126.1689,83.21,72,80,2.82,broken clouds
495,Delijan,IR,33.9905,50.6838,49.69,47,93,1.19,overcast clouds
496,Bud,US,39.447,-86.1758,48.29,64,80,7.25,broken clouds
497,Tautira,PF,-17.7333,-149.15,86.02,67,13,12.91,few clouds
498,Zeya,RU,53.75,127.2667,9.1,68,100,3.8,overcast clouds
499,Anchorage,US,61.2181,-149.9003,11.64,73,1,5.01,clear sky
500,Yulara,AU,-25.2406,130.9889,67.84,64,75,18.41,broken clouds
501,Catamarca,AR,-28.4696,-65.7852,82.04,43,4,20.76,clear sky
502,Surab,PK,28.4914,66.2585,41.83,29,0,2.51,clear sky
503,Coquimbo,CL,-29.9533,-71.3436,58.73,82,40,9.22,scattered clouds
504,Igboho,NG,8.8333,3.75,77.58,38,2,4.85,clear sky
505,Nantucket,US,41.2835,-70.0995,42.91,67,1,5.75,clear sky
506,Derzhavinsk,KZ,51.1,66.3167,16.59,91,100,8.81,overcast clouds
507,Nagornyy,RU,52.7959,83.5498,18.75,87,87,3.8,overcast clouds
508,Hirara,JP,24.8,125.2833,76.98,68,18,7.87,few clouds
509,Adana,TR,36.985,35.2881,55.42,71,40,0.0,scattered clouds
510,Petersburg,US,37.2279,-77.4019,45.72,81,1,0.0,clear sky
511,Sainte-Suzanne,RE,-20.9061,55.6089,73.85,73,75,6.91,light rain
512,Mao,ES,39.8885,4.2658,61.36,88,40,6.91,scattered clouds
513,Urcos,PE,-13.6861,-71.6228,58.89,75,93,3.44,overcast clouds
514,Kirakira,SB,-10.4544,161.9205,84.65,67,22,6.24,few clouds
515,Severomorsk,RU,69.0689,33.4162,28.8,74,100,17.29,overcast clouds
516,Qaqortoq,GL,60.7167,-46.0333,34.3,99,100,3.56,moderate rain
517,Kodino,RU,63.7198,39.6447,27.64,96,100,4.94,light snow
518,Ion Corvin,RO,44.1167,27.8,45.7,85,10,3.02,clear sky
519,Krasnoselkup,RU,65.7,82.4667,-2.4,92,100,20.76,overcast clouds
520,Samarai,PG,-10.6167,150.6667,82.24,78,29,10.67,scattered clouds
521,Aksarka,RU,66.5606,67.7975,13.14,95,100,9.22,light snow
522,Srandakan,ID,-7.9386,110.2506,77.56,86,81,2.3,broken clouds
523,Salto Del Guaira,PY,-24.0625,-54.3069,78.1,66,27,4.54,scattered clouds
524,Kerewan,GM,13.4898,-16.0888,78.91,45,5,4.18,clear sky
525,Chernyshevskiy,RU,63.0128,112.4714,-19.39,100,100,1.43,overcast clouds
526,Bourail,NC,-21.5667,165.4833,77.61,64,97,8.84,overcast clouds
527,Iskateley,RU,67.6803,53.1512,18.9,96,95,8.39,overcast clouds
528,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,79,98,25.32,overcast clouds
529,Naples,IT,40.8333,14.25,58.77,83,0,1.14,clear sky
530,Canto Do Buriti,BR,-8.11,-42.9444,84.54,46,65,1.32,broken clouds
531,Olinda,BR,-8.0089,-34.8553,80.33,78,40,5.75,scattered clouds
532,Weyburn,CA,49.6668,-103.8511,38.17,72,100,12.57,overcast clouds
533,Clarence Town,AU,-32.5833,151.7833,64.85,98,100,2.35,light rain
534,Sabha,LY,27.0377,14.4283,63.52,57,83,13.76,broken clouds
535,Kununurra,AU,-15.7667,128.7333,85.98,74,71,8.05,broken clouds
536,Cabrobo,BR,-8.5142,-39.31,89.82,23,51,9.91,broken clouds
537,Morbegno,IT,46.1383,9.57,47.82,62,6,4.09,clear sky
538,Ixtapa,MX,20.7,-105.2,83.43,61,1,10.36,clear sky
539,Ketchikan,US,55.3422,-131.6461,43.27,87,90,17.27,moderate rain
540,Agadez,NE,19.75,10.25,73.74,23,14,1.7,few clouds
541,Loiza,PR,18.4313,-65.8802,82.38,75,40,10.36,scattered clouds
542,Aguas Vermelhas,BR,-15.7472,-41.46,68.22,94,100,2.35,overcast clouds
543,Stornoway,GB,58.2093,-6.3865,42.76,82,75,5.01,broken clouds
544,Biu,NG,10.6129,12.1946,74.07,24,21,5.61,few clouds
545,Tuy Hoa,VN,13.0833,109.3,74.37,89,62,3.6,broken clouds
546,Santa Cruz Do Sul,BR,-29.7175,-52.4258,67.93,51,0,4.32,clear sky
547,Rosarito,MX,32.3333,-117.0333,71.58,68,100,7.92,overcast clouds
548,Basco,PH,20.4487,121.9702,80.42,69,13,14.79,few clouds
549,Bollnas,SE,61.3482,16.3946,31.39,80,11,5.14,few clouds
550,Lagunas,PE,-5.2269,-75.6753,80.04,71,73,2.59,broken clouds
551,Kuloy,RU,61.0305,42.4925,26.31,96,100,4.25,overcast clouds
552,Singaraja,ID,-8.112,115.0882,77.97,85,100,4.83,overcast clouds
553,Weligama,LK,5.9667,80.4167,75.61,81,73,9.26,broken clouds
554,Lufilufi,WS,-13.8745,-171.5986,89.38,76,40,15.55,scattered clouds
555,Shellbrook,CA,53.2168,-106.4011,18.63,88,98,14.52,overcast clouds
556,Shahr-E Babak,IR,30.1165,55.1186,47.82,56,3,5.3,clear sky
557,Paamiut,GL,61.994,-49.6678,29.7,90,97,11.1,light snow
558,Itarema,BR,-2.9248,-39.9167,81.07,78,90,18.07,overcast clouds
559,Leogane,HT,18.5108,-72.6339,82.6,72,53,3.58,broken clouds
560,Roald,NO,62.5833,6.1333,41.32,75,40,12.66,scattered clouds
561,Tevriz,RU,57.509,72.4042,20.55,80,100,10.0,overcast clouds
562,San Rafael,AR,-34.6177,-68.3301,85.89,22,30,5.61,scattered clouds
563,Rajur,IN,20.1167,78.9167,72.27,93,76,3.29,broken clouds
564,Tottori,JP,35.5,134.2333,46.47,76,0,8.05,clear sky
565,Ancud,CL,-41.8697,-73.8203,60.33,85,93,8.25,overcast clouds
566,Gonaives,HT,19.45,-72.6833,76.57,80,67,3.11,broken clouds
567,Moorhead,US,46.8739,-96.7676,35.98,69,1,1.01,clear sky
568,Albanel,CA,48.8832,-72.4487,32.14,74,98,6.91,overcast clouds
569,Zabol,AF,32.25,67.25,38.61,39,0,4.52,clear sky
570,Sligo,IE,54.2697,-8.4694,45.68,67,30,16.42,scattered clouds
571,Doha,QA,25.2867,51.5333,78.69,65,0,9.22,clear sky
572,Albemarle,US,35.3501,-80.2001,47.41,71,1,0.0,clear sky
573,Nemuro,JP,43.3236,145.575,38.03,70,57,9.24,broken clouds
574,Gornoye Loo,RU,43.7129,39.6049,47.98,88,100,9.4,overcast clouds
575,Safaga,EG,26.7292,33.9365,69.69,44,20,9.8,few clouds
576,Kirov,RU,58.5966,49.6601,27.9,98,100,5.39,light snow
577,Arinos,BR,-15.9169,-46.1056,73.96,83,100,2.17,light rain
578,Brownwood,US,31.7093,-98.9912,76.55,46,1,13.8,clear sky
579,Zyryanka,RU,65.75,150.85,-21.12,100,91,2.68,overcast clouds
580,Alyangula,AU,-13.8483,136.4192,85.82,60,70,12.21,broken clouds
581,Suntar,RU,62.1444,117.6319,-13.81,99,100,1.79,overcast clouds
582,Autazes,BR,-3.5797,-59.1306,76.01,94,96,1.5,light rain
583,Malaya Serdoba,RU,52.4661,44.9512,32.09,96,100,19.15,light snow
584,Ravar,IR,31.2656,56.8055,50.76,38,0,1.01,clear sky
585,Bonthe,SL,7.5264,-12.505,79.93,84,54,6.87,light rain
586,Saint Anthony,US,45.0205,-93.218,40.93,55,1,0.0,clear sky
587,Salumbar,IN,24.1333,74.05,67.71,89,24,6.53,few clouds
588,Basse,DE,52.5518,9.5069,49.19,89,75,16.11,broken clouds
589,Umm Kaddadah,SD,13.6017,26.6876,68.05,27,0,12.73,clear sky
590,Charters Towers,AU,-20.1,146.2667,80.44,44,2,13.31,clear sky
591,Muzhi,RU,65.3667,64.6667,9.14,98,100,1.9,overcast clouds
592,Aden,YE,12.7794,45.0367,80.28,60,41,10.0,scattered clouds
593,Sioux Lookout,CA,50.1001,-91.917,28.78,86,20,5.75,few clouds
594,Yokadouma,CM,3.5167,15.05,69.91,94,80,1.57,broken clouds
595,Ngunguru,NZ,-35.6167,174.5,72.16,83,27,9.75,scattered clouds
596,Malaga,ES,36.7202,-4.4203,61.99,91,75,3.0,broken clouds
597,Verkhoshizhemye,RU,58.011,49.1038,28.13,97,100,5.03,light snow
598,Solnechnyy,RU,50.7214,136.6319,7.41,95,29,2.42,scattered clouds
599,Geraldton,AU,-28.7667,114.6,70.21,78,90,14.97,overcast clouds
600,Puranpur,IN,28.5167,80.15,61.77,58,3,6.78,clear sky
601,Mandal,IN,25.45,74.5667,65.41,95,12,4.27,few clouds
602,Barao De Melgaco,BR,-16.1944,-55.9675,82.92,93,93,1.34,light rain
603,Churu,IN,28.3,74.95,65.01,22,0,5.95,clear sky
604,Mahina,PF,-17.5065,-149.489,85.77,58,20,12.66,few clouds
605,Cockburn Town,TC,21.4612,-71.1419,81.23,76,100,15.93,overcast clouds
606,Kota Belud,MY,6.351,116.4305,80.46,85,72,3.13,broken clouds
607,Rapid Valley,US,44.0625,-103.1463,47.03,61,90,4.61,overcast clouds
608,Takoradi,GH,4.8845,-1.7554,80.26,88,10,6.08,clear sky
609,Hambantota,LK,6.1241,81.1185,76.01,77,93,12.41,overcast clouds
610,Superior,US,46.7208,-92.1041,37.08,63,1,0.0,clear sky
611,Belgrade,RS,44.804,20.4651,47.86,79,75,4.61,broken clouds
612,Hvide Sande,DK,56.0045,8.1294,48.99,77,99,24.79,overcast clouds
613,Kokoda,PG,-8.8785,147.7407,84.6,70,99,4.05,overcast clouds
614,Alice Town,BS,25.7167,-79.3,77.72,82,99,23.15,light rain
615,Awjilah,LY,29.1081,21.2869,62.42,58,0,9.6,clear sky
616,Mount Pleasant,US,32.7941,-79.8626,59.0,77,90,1.01,overcast clouds
617,Christchurch,NZ,-43.5333,172.6333,69.03,54,40,1.99,light rain
618,Knysna,ZA,-34.0363,23.0471,59.56,88,93,8.77,overcast clouds
619,Kenosha,US,42.5667,-88.0501,48.43,58,1,4.61,clear sky
620,Brigham City,US,41.5102,-112.0155,48.81,57,75,1.01,broken clouds
621,Bontang,ID,0.1333,117.5,76.05,86,91,3.98,overcast clouds
622,Yuzhno-Kurilsk,RU,44.0306,145.8556,38.93,62,74,14.41,broken clouds
623,Puerto Colombia,CO,10.9878,-74.9547,80.69,79,62,13.06,broken clouds
624,Santa Cruz,BO,-17.8,-63.1667,79.99,53,43,3.49,scattered clouds
625,Marzuq,YE,14.4,46.4667,66.7,43,18,4.99,few clouds
626,Kalmunai,LK,7.4167,81.8167,76.87,86,48,4.29,scattered clouds
627,Karia,NG,11.7306,11.1629,76.12,21,7,9.01,clear sky
628,Jiazi,CN,22.8779,116.067,69.96,84,100,11.18,overcast clouds
629,Macamic,CA,48.7502,-78.9996,32.23,97,100,14.72,light snow
630,Pipri,IN,19.8,75.5333,71.49,92,87,8.43,overcast clouds
631,Bilibino,RU,68.0546,166.4372,-15.75,81,24,3.71,few clouds
632,Tomatlan,MX,19.9333,-105.25,87.8,47,3,4.43,clear sky
633,The Valley,AI,18.217,-63.0578,79.11,88,40,6.91,scattered clouds
634,Yarkovo,RU,57.4028,67.0786,21.96,85,100,11.88,overcast clouds
635,Kapit,MY,2.0167,112.9333,75.18,91,100,1.36,overcast clouds
636,Oksfjord,NO,70.2396,22.3479,29.32,87,96,15.19,snow
637,Dehloran,IR,32.6941,47.2679,68.67,42,98,8.23,overcast clouds
638,Pucallpa,PE,-8.3791,-74.5539,77.04,94,75,4.61,broken clouds
639,Chatrapur,IN,19.35,84.9833,76.44,90,72,4.92,broken clouds
640,San Cristobal,VE,7.7669,-72.225,75.38,84,89,1.68,overcast clouds
641,Marataizes,BR,-21.0433,-40.8244,71.37,91,100,13.56,overcast clouds
642,Mezen,RU,65.8522,44.24,22.93,97,96,4.83,overcast clouds
643,Berlevag,NO,70.8578,29.0864,29.98,64,100,26.57,snow
644,Kalengwa,ZM,-13.4659,25.0027,62.11,95,89,4.05,light rain
645,Celestun,MX,20.8667,-90.4,77.38,85,100,14.81,overcast clouds
646,Caluquembe,AO,-13.7833,14.6833,60.4,91,98,3.67,overcast clouds
647,Vila,PT,42.0304,-8.1588,49.33,86,95,3.22,overcast clouds
648,Chingirlau,KZ,51.095,54.0814,34.18,96,100,26.91,light rain
649,Dubai,AE,25.2582,55.3047,75.13,64,0,5.75,clear sky
650,Grootfontein,NA,-19.5667,18.1167,78.37,13,94,5.75,overcast clouds
651,Kharian,PK,32.8149,73.8636,51.15,34,0,5.68,clear sky
652,Coromandel,BR,-18.4733,-47.2003,68.16,91,99,0.72,moderate rain
653,Gobabis,NA,-22.45,18.9667,75.65,11,53,1.92,broken clouds
654,Kudahuvadhoo,MV,2.6708,72.8944,81.09,77,96,17.54,overcast clouds
655,Paragominas,BR,-2.9667,-47.4833,76.19,91,75,3.58,broken clouds
656,Ternate,ID,0.8,127.4,82.13,77,26,3.0,scattered clouds
657,Arman,RU,59.7,150.1667,16.66,77,100,11.74,overcast clouds
658,Kuliyapitiya,LK,7.4688,80.0401,73.78,82,49,2.73,scattered clouds
659,Lucea,JM,18.451,-78.1736,82.26,75,100,7.74,overcast clouds
660,Yenagoa,NG,4.9247,6.2642,76.53,95,62,4.18,broken clouds
661,Damnagar,IN,21.7,71.5167,76.23,51,49,10.47,scattered clouds
662,Mariental,NA,-24.6333,17.9667,70.45,20,1,10.71,clear sky
663,Lazaro Cardenas,MX,17.9583,-102.2,82.13,66,5,6.58,clear sky
664,Shar,KZ,49.5886,81.0453,13.3,65,17,17.69,few clouds
665,Emerald,AU,-23.5333,148.1667,83.98,27,98,13.89,overcast clouds
666,Pedro Leopoldo,BR,-19.6181,-44.0431,71.35,88,75,9.22,broken clouds
667,Bucerias,MX,20.75,-105.3333,84.18,61,1,10.36,clear sky
668,Mackay,AU,-21.15,149.2,82.04,62,46,8.03,scattered clouds
669,Labuan,MY,5.2767,115.2417,79.16,89,40,4.61,scattered clouds
670,Bereda,ES,43.2686,-7.5406,45.41,93,98,0.63,overcast clouds
671,Barguzin,RU,53.6167,109.6167,4.93,96,97,1.95,overcast clouds
672,Haverfordwest,GB,51.8017,-4.9691,50.16,85,100,4.0,overcast clouds
673,Amarante Do Maranhao,BR,-5.5667,-46.7422,79.25,75,73,3.96,heavy intensity rain
674,Topeka,US,39.0483,-95.678,55.11,56,1,4.61,clear sky
675,Tabas,IR,33.5959,56.9244,51.03,25,5,2.55,clear sky
676,Gweru,ZW,-19.45,29.8167,61.81,93,99,8.5,overcast clouds
677,Nizwa,OM,22.9333,57.5333,66.69,59,26,3.67,scattered clouds
678,Kuytun,RU,54.3419,101.5036,-12.08,99,58,3.42,broken clouds
679,Ibra,OM,22.6906,58.5334,67.73,50,5,5.59,clear sky
680,Pecos,US,31.4229,-103.4932,82.06,18,1,5.75,clear sky
681,Diego De Almagro,CL,-26.3667,-70.05,71.69,16,35,8.34,scattered clouds
682,Taltal,CL,-25.4,-70.4833,64.33,70,100,5.84,overcast clouds
683,Lockhart,US,28.6194,-81.4426,71.8,79,95,1.99,overcast clouds
684,Barra Patuca,HN,15.8,-84.2833,79.05,74,94,7.18,overcast clouds
685,Kailua,US,21.4022,-157.7394,85.98,66,93,7.7,overcast clouds
686,Neiafu,TO,-18.65,-173.9833,86.68,74,20,10.36,light rain
687,Pimentel,PE,-6.8367,-79.9342,68.29,73,20,19.57,few clouds
688,Daru,PG,-9.0763,143.2092,81.68,84,74,14.65,broken clouds
689,Bismarck,US,46.8083,-100.7837,39.04,53,1,6.91,clear sky
690,Ingham,US,42.6,-84.3833,38.97,80,40,3.44,scattered clouds
691,Vandra,EE,58.6481,25.0361,35.19,89,100,5.08,overcast clouds
692,Henderson,US,36.0397,-114.9819,74.17,20,1,8.05,clear sky
693,Storsteinnes,NO,69.2408,19.2344,28.4,99,92,2.46,overcast clouds
694,Port Moresby,PG,-9.4431,147.1797,83.01,74,87,2.51,overcast clouds
695,Lithakia,GR,37.7167,20.8333,56.59,93,0,0.0,clear sky
696,Mandalgovi,MN,45.7625,106.2708,6.44,73,98,31.54,overcast clouds
697,Honningsvag,NO,70.9821,25.9704,31.42,57,100,22.62,light snow
698,Praia,CV,14.9215,-23.5087,77.54,83,75,12.66,broken clouds
699,Ghanzi,BW,-21.5667,21.7833,72.23,60,66,7.65,broken clouds
700,Lamesa,US,32.7376,-101.951,78.53,18,28,12.97,scattered clouds
